2022-08-24 13:23:07.757548 Epoch 1, Train loss 0.6401, , Val loss 0.5875, Perfect loss 0.0013
2022-08-24 16:39:05.349180 Epoch 5, Train loss 0.1381, , Val loss 0.1373, Perfect loss 0.0013
2022-08-24 16:46:49.253056 Epoch 6, Train loss 0.1237, , Val loss 0.124, Perfect loss 0.0013
2022-08-24 16:54:09.897557 Epoch 7, Train loss 0.1064, , Val loss 0.1021, Perfect loss 0.0013
2022-08-24 17:01:47.579666 Epoch 8, Train loss 0.0943, , Val loss 0.0935, Perfect loss 0.0013
2022-08-24 17:09:15.768231 Epoch 9, Train loss 0.0882, , Val loss 0.0922, Perfect loss 0.0013
2022-08-24 17:16:55.029060 Epoch 10, Train loss 0.0812, , Val loss 0.0833, Perfect loss 0.0013
2022-08-24 17:24:21.292118 Epoch 11, Train loss 0.0794, , Val loss 0.0804, Perfect loss 0.0013
2022-08-24 17:31:43.296367 Epoch 12, Train loss 0.0762, , Val loss 0.0762, Perfect loss 0.0012
2022-08-24 17:37:26.969411 Epoch 13, Train loss 0.071, , Val loss 0.0684, Perfect loss 0.0012
2022-08-24 17:45:00.205587 Epoch 14, Train loss 0.0656, , Val loss 0.0646, Perfect loss 0.0012
2022-08-24 17:50:46.829381 Epoch 15, Train loss 0.0639, , Val loss 0.0743, Perfect loss 0.0012
2022-08-24 17:55:14.447761 Epoch 16, Train loss 0.0658, , Val loss 0.0642, Perfect loss 0.0012
2022-08-24 17:59:41.902380 Epoch 17, Train loss 0.0612, , Val loss 0.0654, Perfect loss 0.0012
2022-08-24 18:04:09.394215 Epoch 18, Train loss 0.0615, , Val loss 0.0615, Perfect loss 0.0012
2022-08-24 18:08:36.545407 Epoch 19, Train loss 0.058, , Val loss 0.0577, Perfect loss 0.0012
2022-08-24 18:13:04.222977 Epoch 20, Train loss 0.0564, , Val loss 0.0613, Perfect loss 0.0012
2022-08-24 18:17:32.868964 Epoch 21, Train loss 0.0557, , Val loss 0.0593, Perfect loss 0.0012
2022-08-24 18:22:00.594947 Epoch 22, Train loss 0.0524, , Val loss 0.0553, Perfect loss 0.0012
2022-08-24 18:26:27.898956 Epoch 23, Train loss 0.1434, , Val loss 0.0574, Perfect loss 0.0012
2022-08-24 18:30:54.775028 Epoch 24, Train loss 0.0514, , Val loss 0.0524, Perfect loss 0.0012
2022-08-24 18:35:22.047507 Epoch 25, Train loss 0.0489, , Val loss 0.0526, Perfect loss 0.0012
2022-08-24 18:39:49.679855 Epoch 26, Train loss 0.0477, , Val loss 0.0524, Perfect loss 0.0012
2022-08-24 18:44:17.320951 Epoch 27, Train loss 0.0485, , Val loss 0.0527, Perfect loss 0.0012
2022-08-24 18:48:45.115338 Epoch 28, Train loss 0.0498, , Val loss 0.0522, Perfect loss 0.0012
2022-08-24 18:53:12.743295 Epoch 29, Train loss 0.0478, , Val loss 0.049, Perfect loss 0.0012
2022-08-24 18:57:40.187334 Epoch 30, Train loss 0.0463, , Val loss 0.0491, Perfect loss 0.0012
2022-08-24 19:02:07.840635 Epoch 31, Train loss 0.0447, , Val loss 0.0471, Perfect loss 0.0012
2022-08-24 19:06:35.121404 Epoch 32, Train loss 0.0475, , Val loss 0.0448, Perfect loss 0.0012
2022-08-24 19:11:02.228146 Epoch 33, Train loss 0.0443, , Val loss 0.0506, Perfect loss 0.0012
2022-08-24 19:15:29.930618 Epoch 34, Train loss 0.0424, , Val loss 0.0468, Perfect loss 0.0012
2022-08-24 19:19:58.513742 Epoch 35, Train loss 0.0432, , Val loss 0.0477, Perfect loss 0.0012
2022-08-24 19:24:27.590627 Epoch 36, Train loss 0.0406, , Val loss 0.0488, Perfect loss 0.0012
2022-08-24 19:28:56.446613 Epoch 37, Train loss 0.0427, , Val loss 0.0461, Perfect loss 0.0012
2022-08-24 19:33:25.910775 Epoch 38, Train loss 0.043, , Val loss 0.0442, Perfect loss 0.0012
2022-08-24 19:37:54.900972 Epoch 39, Train loss 0.0419, , Val loss 0.0503, Perfect loss 0.0012
2022-08-24 19:42:23.817735 Epoch 40, Train loss 0.043, , Val loss 0.046, Perfect loss 0.0012
2022-08-24 19:46:53.414614 Epoch 41, Train loss 0.0419, , Val loss 0.0427, Perfect loss 0.0012
2022-08-24 19:51:21.890301 Epoch 42, Train loss 0.0409, , Val loss 0.0456, Perfect loss 0.0012
2022-08-24 19:55:50.681118 Epoch 43, Train loss 0.0424, , Val loss 0.0466, Perfect loss 0.0012
2022-08-24 20:00:19.258908 Epoch 44, Train loss 0.0399, , Val loss 0.0416, Perfect loss 0.0012
2022-08-24 20:04:48.930713 Epoch 45, Train loss 0.0387, , Val loss 0.0432, Perfect loss 0.0012
2022-08-24 20:09:17.849926 Epoch 46, Train loss 0.0393, , Val loss 0.0417, Perfect loss 0.0012
2022-08-24 20:13:51.966852 Epoch 47, Train loss 0.0405, , Val loss 0.044, Perfect loss 0.0012
2022-08-24 20:18:30.232616 Epoch 48, Train loss 0.0391, , Val loss 0.0485, Perfect loss 0.0012
2022-08-24 20:23:09.742672 Epoch 49, Train loss 0.0401, , Val loss 0.0451, Perfect loss 0.0012
2022-08-24 20:28:05.089688 Epoch 50, Train loss 0.0388, , Val loss 0.042, Perfect loss 0.0012
2022-08-24 20:32:43.297393 Epoch 51, Train loss 0.0375, , Val loss 0.0448, Perfect loss 0.0013
2022-08-24 20:37:36.865229 Epoch 52, Train loss 0.0384, , Val loss 0.0389, Perfect loss 0.0013
2022-08-24 20:42:32.274418 Epoch 53, Train loss 0.0362, , Val loss 0.0404, Perfect loss 0.0013
2022-08-24 20:47:27.134666 Epoch 54, Train loss 0.0368, , Val loss 0.0432, Perfect loss 0.0013
2022-08-24 20:52:21.632488 Epoch 55, Train loss 0.0383, , Val loss 0.0437, Perfect loss 0.0013
2022-08-24 20:57:15.622189 Epoch 56, Train loss 0.0425, , Val loss 0.0447, Perfect loss 0.0013
2022-08-24 21:02:11.047623 Epoch 57, Train loss 0.0379, , Val loss 0.0443, Perfect loss 0.0013
2022-08-24 21:07:04.571865 Epoch 58, Train loss 0.0368, , Val loss 0.0402, Perfect loss 0.0013
2022-08-24 21:11:49.054171 Epoch 59, Train loss 0.0369, , Val loss 0.0395, Perfect loss 0.0013
2022-08-24 21:16:17.921907 Epoch 60, Train loss 0.0385, , Val loss 0.0442, Perfect loss 0.0013
2022-08-24 21:20:46.768177 Epoch 61, Train loss 0.0381, , Val loss 0.0387, Perfect loss 0.0013
2022-08-24 21:25:14.695868 Epoch 62, Train loss 0.0372, , Val loss 0.0398, Perfect loss 0.0013
2022-08-24 21:29:42.807630 Epoch 63, Train loss 0.0368, , Val loss 0.0392, Perfect loss 0.0013
2022-08-24 21:34:11.002567 Epoch 64, Train loss 0.0362, , Val loss 0.0424, Perfect loss 0.0013
2022-08-24 21:38:39.272062 Epoch 65, Train loss 0.0363, , Val loss 0.039, Perfect loss 0.0013
2022-08-24 21:43:07.422970 Epoch 66, Train loss 0.0401, , Val loss 0.0418, Perfect loss 0.0013
2022-08-24 21:47:35.503175 Epoch 67, Train loss 0.0392, , Val loss 0.0399, Perfect loss 0.0013
2022-08-24 21:52:04.220672 Epoch 68, Train loss 0.0353, , Val loss 0.0381, Perfect loss 0.0013
2022-08-24 21:56:33.057219 Epoch 69, Train loss 0.0344, , Val loss 0.0372, Perfect loss 0.0013
2022-08-24 22:01:01.338785 Epoch 70, Train loss 0.0333, , Val loss 0.0353, Perfect loss 0.0013
2022-08-24 22:05:29.878814 Epoch 71, Train loss 0.0337, , Val loss 0.0406, Perfect loss 0.0013
2022-08-24 22:09:58.502137 Epoch 72, Train loss 0.0339, , Val loss 0.0341, Perfect loss 0.0013
2022-08-24 22:14:26.956078 Epoch 73, Train loss 0.0342, , Val loss 0.0343, Perfect loss 0.0013
2022-08-24 22:18:55.425490 Epoch 74, Train loss 0.033, , Val loss 0.0363, Perfect loss 0.0013
2022-08-24 22:23:26.076788 Epoch 75, Train loss 0.0331, , Val loss 0.0378, Perfect loss 0.0013
2022-08-24 22:27:55.568012 Epoch 76, Train loss 0.0345, , Val loss 0.0339, Perfect loss 0.0013
